TeamId,TeamName,SubmissionDate,Score
397189,ZavodRobotov,"2016-11-06 08:17:03",0.11622
397189,ZavodRobotov,"2016-11-06 08:21:44",0.11603
397189,ZavodRobotov,"2016-11-07 15:04:50",0.11603
397189,ZavodRobotov,"2016-11-09 12:19:51",0.11595
397189,ZavodRobotov,"2016-11-09 12:21:49",0.11580
397189,ZavodRobotov,"2016-11-10 13:33:59",0.11477
397189,ZavodRobotov,"2016-11-10 19:33:06",0.11468
397189,ZavodRobotov,"2016-11-11 12:44:19",0.11374
397189,ZavodRobotov,"2016-11-11 18:25:22",0.11367
367116,"Russ Boucher","2016-11-14 20:55:21",0.11392
406878,Shudai,"2016-11-16 10:14:49",0.25731
409309,"Shailendra Patil","2016-11-17 00:51:42",0.29949
439244,DSXL,"2016-11-19 03:25:49",0.40890
397189,ZavodRobotov,"2016-11-20 17:22:42",0.11365
397189,ZavodRobotov,"2016-11-20 17:28:08",0.11288
439244,DSXL,"2016-11-21 18:39:27",0.16579
439244,DSXL,"2016-11-21 18:44:52",0.16327
439244,DSXL,"2016-11-21 18:48:45",0.15619
439244,DSXL,"2016-11-23 19:06:10",0.11623
439244,DSXL,"2016-11-23 19:28:24",0.11618
439244,DSXL,"2016-11-24 17:39:51",0.11463
367116,"Russ Boucher","2016-11-25 15:23:55",0.11330
367116,"Russ Boucher","2016-11-25 15:27:11",0.11306
439244,DSXL,"2016-11-25 19:28:07",0.11453
370134,vasilisnikolaou,"2016-11-26 13:56:30",0.13649
370134,vasilisnikolaou,"2016-11-26 14:17:38",0.13152
409309,"Shailendra Patil","2016-11-27 04:32:41",0.17291
416451,"Jyothi Pranavi","2016-11-28 01:08:50",0.57425
409309,"Shailendra Patil","2016-11-28 02:05:24",0.13599
409309,"Shailendra Patil","2016-11-28 20:15:04",0.13014
409309,"Shailendra Patil","2016-11-30 00:41:03",0.12712
409309,"Shailendra Patil","2016-11-30 01:13:31",0.12666
417985,Dasauto,"2016-11-30 01:23:19",0.17222
423870,"Mathurin Aché","2016-12-04 18:09:13",0.11453
365763,"Paulo Pinto","2016-12-08 18:02:01",0.11590
365763,"Paulo Pinto","2016-12-08 18:13:43",0.11491
365763,"Paulo Pinto","2016-12-08 18:15:30",0.11439
365763,"Paulo Pinto","2016-12-09 00:17:52",0.11284
367116,"Russ Boucher","2016-12-09 13:43:10",0.11300
397189,ZavodRobotov,"2016-12-11 14:37:01",0.11215
397189,ZavodRobotov,"2016-12-11 14:39:32",0.11209
397189,ZavodRobotov,"2016-12-11 14:41:19",0.11206
397189,ZavodRobotov,"2016-12-11 14:44:59",0.11206
429845,DenesPanta,"2016-12-12 14:13:23",0.40890
432473,"Nick Styles","2016-12-15 09:30:32",0.13165
397189,ZavodRobotov,"2016-12-15 18:33:11",0.11204
433203,Ashish,"2016-12-16 15:35:23",0.24654
433203,Ashish,"2016-12-17 10:22:50",0.24474
439244,DSXL,"2016-12-17 17:12:15",0.11439
439244,DSXL,"2016-12-18 08:59:54",0.11439
439244,DSXL,"2016-12-18 09:21:12",0.11438
397189,ZavodRobotov,"2016-12-18 11:30:26",0.11190
429845,DenesPanta,"2016-12-18 19:25:56",0.15236
429845,DenesPanta,"2016-12-18 19:28:34",0.14910
429845,DenesPanta,"2016-12-19 01:26:18",0.14734
417985,Dasauto,"2016-12-19 03:26:47",0.17215
397189,ZavodRobotov,"2016-12-19 07:30:36",0.11171
429845,DenesPanta,"2016-12-19 20:22:04",0.14642
429845,DenesPanta,"2016-12-20 00:01:07",0.14597
435524,"Prajit Datta","2016-12-20 12:38:59",0.12617
435524,"Prajit Datta","2016-12-20 12:40:27",0.12086
417985,Dasauto,"2016-12-21 05:21:13",0.14675
435524,"Prajit Datta","2016-12-21 05:50:49",0.11438
417985,Dasauto,"2016-12-21 17:12:45",0.14186
417985,Dasauto,"2016-12-21 17:38:54",0.14157
429845,DenesPanta,"2016-12-27 16:31:17",0.14534
429845,DenesPanta,"2016-12-27 16:49:46",0.14461
429845,DenesPanta,"2016-12-30 20:23:22",0.13080
429845,DenesPanta,"2016-12-30 20:35:12",0.12987
429845,DenesPanta,"2016-12-30 20:44:29",0.12864
429845,DenesPanta,"2016-12-31 11:16:28",0.12864
429845,DenesPanta,"2017-01-01 00:11:34",0.12790
441364,"Doron Rippel","2017-01-01 13:51:10",0.28117
441364,"Doron Rippel","2017-01-01 14:36:30",0.23970
441364,"Doron Rippel","2017-01-01 14:40:48",0.22862
441364,"Doron Rippel","2017-01-01 14:43:39",0.22578
441364,"Doron Rippel","2017-01-02 10:15:14",0.22367
441746,gmn,"2017-01-02 13:54:33",0.20977
441364,"Doron Rippel","2017-01-03 07:19:45",0.21518
439244,DSXL,"2017-01-03 07:49:24",0.11396
441364,"Doron Rippel","2017-01-03 09:03:18",0.21504
441364,"Doron Rippel","2017-01-03 11:44:04",0.21410
441746,gmn,"2017-01-03 14:17:01",0.15773
397641,PrincipalComponents,"2017-01-03 16:04:53",0.19540
397641,PrincipalComponents,"2017-01-03 16:57:49",0.19288
441746,gmn,"2017-01-03 17:43:39",0.15473
441364,"Doron Rippel","2017-01-04 05:32:12",0.21357
441364,"Doron Rippel","2017-01-04 05:49:43",0.18083
439244,DSXL,"2017-01-04 07:02:15",0.11203
429845,DenesPanta,"2017-01-04 15:05:07",0.12620
439244,DSXL,"2017-01-06 07:41:38",0.11202
429845,DenesPanta,"2017-01-06 14:22:52",0.12582
439244,DSXL,"2017-01-06 15:14:04",0.11169
429845,DenesPanta,"2017-01-07 11:55:12",0.12579
444416,ManfrediRoeslerF,"2017-01-07 15:25:10",0.14149
444416,ManfrediRoeslerF,"2017-01-07 18:00:24",0.13335
429845,DenesPanta,"2017-01-08 15:27:03",0.12561
444416,ManfrediRoeslerF,"2017-01-08 20:20:19",0.13052
441364,"Doron Rippel","2017-01-09 17:42:48",0.15447
429845,DenesPanta,"2017-01-09 22:08:55",0.12412
445727,"Kheirallah Samaha","2017-01-10 06:07:34",0.12086
441364,"Doron Rippel","2017-01-10 10:33:19",0.15384
439244,DSXL,"2017-01-10 10:39:08",0.11160
439244,DSXL,"2017-01-10 10:44:59",0.11160
444416,ManfrediRoeslerF,"2017-01-10 14:22:05",0.12426
444416,ManfrediRoeslerF,"2017-01-10 14:26:03",0.12109
445953,Morris,"2017-01-10 14:55:18",0.60296
445953,Morris,"2017-01-10 15:19:50",0.57158
444416,ManfrediRoeslerF,"2017-01-10 15:34:03",0.12033
429845,DenesPanta,"2017-01-10 22:17:31",0.12137
429845,DenesPanta,"2017-01-10 22:20:42",0.11920
446464,UmbertoJuniorMele,"2017-01-11 11:29:32",0.25790
444416,ManfrediRoeslerF,"2017-01-11 11:35:27",0.12030
444416,ManfrediRoeslerF,"2017-01-11 12:04:42",0.11972
444416,ManfrediRoeslerF,"2017-01-11 12:18:01",0.11969
444416,ManfrediRoeslerF,"2017-01-12 11:46:10",0.11840
444416,ManfrediRoeslerF,"2017-01-12 12:40:59",0.11764
446464,UmbertoJuniorMele,"2017-01-12 21:19:11",0.24385
441746,gmn,"2017-01-13 10:33:36",0.14201
444416,ManfrediRoeslerF,"2017-01-13 11:31:04",0.11763
444416,ManfrediRoeslerF,"2017-01-13 11:32:54",0.11757
446464,UmbertoJuniorMele,"2017-01-13 18:17:48",0.19695
444416,ManfrediRoeslerF,"2017-01-14 15:10:12",0.11679
444416,ManfrediRoeslerF,"2017-01-14 15:15:39",0.11637
444416,ManfrediRoeslerF,"2017-01-14 16:21:16",0.11567
444416,ManfrediRoeslerF,"2017-01-14 16:24:32",0.11565
446464,UmbertoJuniorMele,"2017-01-14 22:39:03",0.12086
441746,gmn,"2017-01-15 10:02:13",0.14149
441746,gmn,"2017-01-15 10:54:41",0.14088
441746,gmn,"2017-01-15 13:20:06",0.13365
444416,ManfrediRoeslerF,"2017-01-15 14:03:25",0.11546
444416,ManfrediRoeslerF,"2017-01-16 14:28:14",0.11533
444416,ManfrediRoeslerF,"2017-01-16 14:32:44",0.11533
444416,ManfrediRoeslerF,"2017-01-16 14:35:30",0.11533
450504,eriksold_OL,"2017-01-16 14:52:36",0.11536
450504,eriksold_OL,"2017-01-16 14:54:05",0.11536
450504,eriksold_OL,"2017-01-16 14:55:47",0.11536
450504,eriksold_OL,"2017-01-16 14:59:31",0.11530
450504,eriksold_OL,"2017-01-16 15:02:28",0.11528
441364,"Doron Rippel","2017-01-16 15:51:26",0.15211
444416,ManfrediRoeslerF,"2017-01-17 06:56:54",0.11528
450504,eriksold_OL,"2017-01-17 07:03:01",0.11527
450504,eriksold_OL,"2017-01-17 07:04:58",0.11525
444416,ManfrediRoeslerF,"2017-01-17 07:07:32",0.11521
441364,"Doron Rippel","2017-01-19 15:38:44",0.14887
441364,"Doron Rippel","2017-01-19 15:45:52",0.14648
441364,"Doron Rippel","2017-01-20 07:34:28",0.14067
453280,4shi,"2017-01-21 05:17:02",0.15335
453280,4shi,"2017-01-21 05:24:28",0.14917
444416,ManfrediRoeslerF,"2017-01-25 23:15:24",0.11517
450504,eriksold_OL,"2017-01-25 23:28:10",0.11504
444416,ManfrediRoeslerF,"2017-01-25 23:29:21",0.11500
444416,ManfrediRoeslerF,"2017-01-26 00:00:01",0.11500
450504,eriksold_OL,"2017-01-26 10:57:15",0.11501
444416,ManfrediRoeslerF,"2017-01-26 11:00:31",0.11499
458850,rbaral,"2017-01-30 04:23:29",0.40890
441364,"Doron Rippel","2017-01-31 05:29:56",0.13840
459822,michel,"2017-01-31 16:45:38",0.23585
458850,rbaral,"2017-02-01 02:28:49",0.11490
458850,rbaral,"2017-02-01 02:31:29",0.11448
372591,"Richard Giles","2017-02-01 16:22:29",0.11439
446464,UmbertoJuniorMele,"2017-02-01 21:45:05",0.12081
459822,michel,"2017-02-01 22:14:44",0.20918
441364,"Doron Rippel","2017-02-02 05:35:46",0.12980
459822,michel,"2017-02-02 12:32:05",0.20024
459822,michel,"2017-02-02 13:55:46",0.19612
459822,michel,"2017-02-02 16:30:19",0.18955
441364,"Doron Rippel","2017-02-03 06:27:56",0.12949
441364,"Doron Rippel","2017-02-03 06:32:07",0.12917
441364,"Doron Rippel","2017-02-03 06:33:05",0.12587
441364,"Doron Rippel","2017-02-06 07:03:12",0.12562
397189,ZavodRobotov,"2017-02-07 14:32:03",0.11168
471790,daresnick,"2017-02-08 04:11:11",0.16207
471790,daresnick,"2017-02-08 04:37:56",0.16010
471790,daresnick,"2017-02-08 04:50:45",0.15238
441364,"Doron Rippel","2017-02-08 09:37:00",0.12552
455328,NTUGIIE,"2017-02-08 12:32:39",0.33427
441364,"Doron Rippel","2017-02-09 05:45:13",0.12527
446464,UmbertoJuniorMele,"2017-02-09 10:49:38",0.11493
397189,ZavodRobotov,"2017-02-09 17:58:22",0.11166
471790,daresnick,"2017-02-10 06:13:13",0.14059
471790,daresnick,"2017-02-10 06:46:32",0.13855
471790,daresnick,"2017-02-10 07:03:21",0.13779
471790,daresnick,"2017-02-10 07:27:09",0.13721
397189,ZavodRobotov,"2017-02-10 09:37:20",0.11158
471790,daresnick,"2017-02-11 00:53:16",0.13474
456190,"SAI PHANINDRA","2017-02-11 19:58:22",0.14149
471790,daresnick,"2017-02-12 21:59:04",0.12920
464877,RAVe,"2017-02-13 05:18:45",0.13844
471790,daresnick,"2017-02-13 06:15:12",0.12678
471790,daresnick,"2017-02-13 06:53:13",0.12610
471790,daresnick,"2017-02-15 22:33:17",0.12556
441364,"Doron Rippel","2017-02-20 10:56:41",0.12390
397189,ZavodRobotov,"2017-02-20 17:27:10",0.11156
471790,daresnick,"2017-02-21 07:53:32",0.12233
455328,NTUGIIE,"2017-02-22 10:28:10",0.14337
397189,ZavodRobotov,"2017-02-22 18:38:15",0.11148
441364,"Doron Rippel","2017-02-22 18:42:27",0.12383
455328,NTUGIIE,"2017-02-24 05:03:01",0.13752
455328,NTUGIIE,"2017-02-24 06:30:59",0.13518
455328,NTUGIIE,"2017-02-24 09:06:51",0.13506
397189,ZavodRobotov,"2017-02-26 06:06:39",0.11144
397189,ZavodRobotov,"2017-02-26 06:09:02",0.11140
441364,"Doron Rippel","2017-02-26 19:05:24",0.12325
471790,daresnick,"2017-02-27 00:14:04",0.12207
441364,"Doron Rippel","2017-03-01 05:25:42",0.11919
441364,"Doron Rippel","2017-03-01 05:33:59",0.11559
397189,ZavodRobotov,"2017-03-01 08:07:50",0.11140
511748,"Daniel Marcous","2017-03-01 14:16:19",0.11432
455328,NTUGIIE,"2017-03-01 15:57:34",0.11623
455328,NTUGIIE,"2017-03-01 18:01:36",0.11617
455328,NTUGIIE,"2017-03-01 18:39:15",0.11613
441364,"Doron Rippel","2017-03-07 09:07:40",0.11509
459822,michel,"2017-03-08 20:26:51",0.17685
441364,"Doron Rippel","2017-03-09 12:04:10",0.11462
441364,"Doron Rippel","2017-03-09 12:08:19",0.11452
441364,"Doron Rippel","2017-03-09 12:12:41",0.11444
441364,"Doron Rippel","2017-03-10 21:43:39",0.11443
441364,"Doron Rippel","2017-03-10 21:54:19",0.11443
441364,"Doron Rippel","2017-03-11 10:04:00",0.11443
535866,MineshJethva,"2017-03-12 19:42:01",0.12684
522584,Jordan,"2017-03-13 05:52:24",0.26324
522584,Jordan,"2017-03-13 09:59:54",0.26176
471790,daresnick,"2017-03-17 03:37:24",0.12076
546501,Weimust,"2017-03-18 19:55:11",0.20880
546501,Weimust,"2017-03-18 20:41:41",0.20216
546501,Weimust,"2017-03-19 22:41:41",0.18346
441364,"Doron Rippel","2017-03-20 07:55:25",0.11421
546501,Weimust,"2017-03-21 09:43:49",0.14332
546501,Weimust,"2017-03-21 10:08:30",0.12971
471790,daresnick,"2017-03-22 01:28:57",0.12074
471790,daresnick,"2017-03-22 01:48:52",0.12038
471790,daresnick,"2017-03-22 01:58:42",0.12036
471790,daresnick,"2017-03-22 02:09:23",0.12011
441364,"Doron Rippel","2017-03-22 05:45:07",0.11417
441364,"Doron Rippel","2017-03-22 06:00:34",0.11409
441364,"Doron Rippel","2017-03-22 06:08:17",0.11404
441364,"Doron Rippel","2017-03-22 06:12:09",0.11401
441364,"Doron Rippel","2017-03-22 06:15:42",0.11394
441364,"Doron Rippel","2017-03-22 06:19:16",0.11391
441364,"Doron Rippel","2017-03-22 06:22:55",0.11388
471790,daresnick,"2017-03-23 03:30:58",0.11990
441364,"Doron Rippel","2017-03-23 05:33:46",0.11387
441364,"Doron Rippel","2017-03-23 05:38:44",0.11386
441364,"Doron Rippel","2017-03-23 06:01:50",0.11386
439244,DSXL,"2017-03-23 13:29:40",0.06627
471790,daresnick,"2017-03-24 00:54:40",0.11990
441364,"Doron Rippel","2017-03-24 13:34:28",0.11385
464877,RAVe,"2017-03-24 20:48:04",0.13638
464877,RAVe,"2017-03-25 01:45:02",0.13352
441364,"Doron Rippel","2017-03-25 13:32:22",0.11375
441364,"Doron Rippel","2017-03-25 13:43:15",0.11375
441364,"Doron Rippel","2017-03-25 18:18:48",0.11374
441364,"Doron Rippel","2017-03-26 05:08:34",0.11373
441364,"Doron Rippel","2017-03-28 06:19:05",0.11373
441364,"Doron Rippel","2017-03-30 11:06:35",0.11359
464828,AzJCH,"2017-03-30 16:39:10",0.18352
406878,Shudai,"2017-03-31 12:03:16",0.16142
464828,AzJCH,"2017-04-01 02:25:00",0.15067
464828,AzJCH,"2017-04-01 02:53:34",0.14103
586207,AnthonyKu,"2017-04-02 10:26:53",0.12567
522584,Jordan,"2017-04-05 00:31:44",0.17995
522584,Jordan,"2017-04-08 09:39:20",0.17930
598632,Teonite,"2017-04-08 12:21:35",0.80813
598632,Teonite,"2017-04-08 17:55:29",0.60935
598632,Teonite,"2017-04-08 17:59:39",0.18822
598632,Teonite,"2017-04-10 07:58:31",0.15104
571756,pcanthony,"2017-04-12 18:00:12",0.32809
571756,pcanthony,"2017-04-13 04:39:25",0.18170
571756,pcanthony,"2017-04-13 05:29:50",0.16247
571756,pcanthony,"2017-04-13 05:36:53",0.15425
501004,YangZhouCSS,"2017-04-16 02:27:47",0.13712
501004,YangZhouCSS,"2017-04-16 03:35:19",0.12967
501004,YangZhouCSS,"2017-04-16 23:05:56",0.12967
439244,DSXL,"2017-04-18 09:57:55",0.06626
615439,"prabhakaran Arivalagan","2017-04-22 03:22:22",0.40890
630911,FaiHuntrakool,"2017-04-24 16:52:20",0.28406
630809,hugo,"2017-04-24 17:50:56",0.65042
630809,hugo,"2017-04-24 18:04:03",0.48851
630809,hugo,"2017-04-24 18:09:03",0.15292
630809,hugo,"2017-04-24 18:10:08",0.15158
617558,"Daisuke SHIBATO","2017-04-27 05:41:41",0.37143
379892,rhenry,"2017-04-27 19:25:55",0.12070
379892,rhenry,"2017-04-28 19:43:23",0.12045
642046,jkokatjuhha,"2017-04-29 12:26:07",0.15519
379892,rhenry,"2017-04-29 13:32:56",0.11965
379892,rhenry,"2017-04-29 14:11:53",0.11945
379892,rhenry,"2017-04-29 16:02:09",0.11944
379892,rhenry,"2017-04-29 17:10:09",0.11858
379892,rhenry,"2017-04-29 18:48:46",0.11829
501004,YangZhouCSS,"2017-05-03 02:45:40",0.12604
571756,pcanthony,"2017-05-03 05:28:42",0.13315
656203,KevinGorey,"2017-05-07 00:34:38",0.28060
656203,KevinGorey,"2017-05-07 02:38:39",0.19796
617558,"Daisuke SHIBATO","2017-05-11 05:00:13",0.18966
617558,"Daisuke SHIBATO","2017-05-11 05:07:17",0.16322
675215,"Amit Kumar Jaiswal","2017-05-17 16:16:41",0.42949
668269,NickFromTas,"2017-05-17 23:35:03",0.13808
459822,michel,"2017-05-26 01:26:22",0.17259
554825,Jackie789,"2017-05-29 15:54:00",0.14352
554825,Jackie789,"2017-05-29 16:12:04",0.14227
617558,"Daisuke SHIBATO","2017-05-30 01:48:09",0.16138
617558,"Daisuke SHIBATO","2017-05-30 01:51:09",0.15726
554825,Jackie789,"2017-05-30 05:39:56",0.14227
459822,michel,"2017-05-30 18:06:07",0.17200
703899,"Maximiliano Cantarutti","2017-05-30 20:20:48",0.20013
459822,michel,"2017-05-31 00:24:23",0.14168
554825,Jackie789,"2017-06-01 20:48:23",0.13584
617558,"Daisuke SHIBATO","2017-06-02 04:11:11",0.15368
711255,"Rishabh Shrivastava","2017-06-02 06:44:19",1.59459
711255,"Rishabh Shrivastava","2017-06-02 06:47:36",0.19349
711255,"Rishabh Shrivastava","2017-06-02 06:59:27",0.13872
711255,"Rishabh Shrivastava","2017-06-02 07:34:32",0.13768
711255,"Rishabh Shrivastava","2017-06-02 08:32:46",0.13754
660851,Dynamit,"2017-06-02 19:17:43",0.16520
660851,Dynamit,"2017-06-02 19:50:09",0.15167
630809,hugo,"2017-06-04 22:34:13",0.14792
630809,hugo,"2017-06-04 22:39:55",0.14756
456190,"SAI PHANINDRA","2017-06-05 19:45:23",0.12240
630809,hugo,"2017-06-05 20:48:27",0.14669
554825,Jackie789,"2017-06-05 23:14:36",0.12891
630809,hugo,"2017-06-06 17:01:12",0.14666
630809,hugo,"2017-06-06 19:11:13",0.14607
554825,Jackie789,"2017-06-06 22:51:28",0.12618
554825,Jackie789,"2017-06-06 23:18:05",0.12491
630809,hugo,"2017-06-07 00:27:13",0.11435
630809,hugo,"2017-06-07 01:05:07",0.11434
630809,hugo,"2017-06-07 01:07:48",0.11433
728294,orevans,"2017-06-10 16:34:48",1.06774
728294,orevans,"2017-06-10 16:55:57",0.28918
728294,orevans,"2017-06-10 17:16:02",0.25976
728657,graphs-m,"2017-06-10 21:38:08",0.20789
728657,graphs-m,"2017-06-10 21:57:05",0.19808
728657,graphs-m,"2017-06-11 14:30:20",0.19729
729918,ph_,"2017-06-11 18:26:23",0.14453
729918,ph_,"2017-06-11 18:28:55",0.14119
729918,ph_,"2017-06-11 18:31:24",0.14069
729918,ph_,"2017-06-11 19:54:09",0.14067
728657,graphs-m,"2017-06-11 21:20:05",0.14584
728657,graphs-m,"2017-06-11 22:39:31",0.14336
729918,ph_,"2017-06-13 00:42:46",0.13828
435524,"Prajit Datta","2017-06-13 07:22:27",0.11401
660851,Dynamit,"2017-06-16 16:54:09",0.13081
660851,Dynamit,"2017-06-16 22:48:45",0.12862
660851,Dynamit,"2017-06-16 23:21:58",0.12781
660851,Dynamit,"2017-06-16 23:28:51",0.12490
660851,Dynamit,"2017-06-17 03:24:06",0.12287
703899,"Maximiliano Cantarutti","2017-06-18 18:50:45",0.19548
703899,"Maximiliano Cantarutti","2017-06-18 18:54:20",0.17972
703899,"Maximiliano Cantarutti","2017-06-18 19:00:59",0.14730
741593,"Li-Yen Hsu","2017-06-19 11:42:10",0.15363
660851,Dynamit,"2017-06-19 20:46:12",0.12249
660851,Dynamit,"2017-06-19 20:58:42",0.12165
738588,AdamChang,"2017-06-19 23:41:19",0.14342
735180,"Prashant Kumar Jha","2017-06-20 11:45:02",0.16583
741593,"Li-Yen Hsu","2017-06-21 11:12:37",0.14493
619227,GoKagglers,"2017-06-21 11:14:20",0.12086
741593,"Li-Yen Hsu","2017-06-21 11:26:44",0.13141
729918,ph_,"2017-06-21 19:15:26",0.13531
729918,ph_,"2017-06-21 19:17:55",0.13336
741593,"Li-Yen Hsu","2017-06-22 04:11:13",0.13013
741593,"Li-Yen Hsu","2017-06-22 04:48:31",0.12771
741593,"Li-Yen Hsu","2017-06-23 05:02:34",0.12769
741593,"Li-Yen Hsu","2017-06-24 00:13:58",0.12692
741593,"Li-Yen Hsu","2017-06-24 00:30:26",0.12450
741593,"Li-Yen Hsu","2017-06-24 09:00:47",0.12366
660851,Dynamit,"2017-06-26 23:04:23",0.11961
660851,Dynamit,"2017-06-27 19:42:23",0.11888
660851,Dynamit,"2017-06-27 22:11:56",0.11655
660851,Dynamit,"2017-06-29 00:56:55",0.11653
703899,"Maximiliano Cantarutti","2017-06-29 19:42:11",0.13327
703899,"Maximiliano Cantarutti","2017-06-29 19:48:49",0.12481
703899,"Maximiliano Cantarutti","2017-06-29 19:56:32",0.12475
759323,c14103,"2017-07-03 17:29:14",0.12529
759323,c14103,"2017-07-03 18:01:03",0.12492
759323,c14103,"2017-07-04 01:36:02",0.12480
759323,c14103,"2017-07-04 03:55:25",0.12418
759323,c14103,"2017-07-04 04:08:13",0.12415
765054,"Anup Mandvariya","2017-07-04 07:37:01",0.21482
759323,c14103,"2017-07-05 03:05:51",0.12295
759323,c14103,"2017-07-06 04:00:22",0.12292
759323,c14103,"2017-07-06 04:54:35",0.12250
759323,c14103,"2017-07-06 05:52:49",0.12044
772022,"Arun Chandanaveli","2017-07-06 08:13:50",0.23563
759323,c14103,"2017-07-07 15:04:18",0.12002
759323,c14103,"2017-07-07 17:14:38",0.11963
1128716,PunyaSwaroop,"2017-07-07 21:00:12",0.49999
1128716,PunyaSwaroop,"2017-07-09 22:29:27",0.21226
1128716,PunyaSwaroop,"2017-07-09 23:05:42",0.20283
759323,c14103,"2017-07-10 04:35:32",0.11954
759323,c14103,"2017-07-10 07:01:12",0.11936
759323,c14103,"2017-07-10 07:09:35",0.11502
1128716,PunyaSwaroop,"2017-07-11 00:39:34",0.19501
1128716,PunyaSwaroop,"2017-07-11 01:10:53",0.17809
738588,AdamChang,"2017-07-11 13:59:24",0.14246
786888,Erick.Gordon.B,"2017-07-13 18:46:59",0.18006
792510,"Ross Cheung","2017-07-19 23:59:55",0.14626
792510,"Ross Cheung","2017-07-20 15:23:58",0.13713
792510,"Ross Cheung","2017-07-20 16:33:38",0.13699
792510,"Ross Cheung","2017-07-20 16:59:02",0.13682
792510,"Ross Cheung","2017-07-20 17:14:53",0.13605
792510,"Ross Cheung","2017-07-20 17:19:06",0.13561
792510,"Ross Cheung","2017-07-20 19:18:09",0.13183
792510,"Ross Cheung","2017-07-20 22:37:25",0.12993
802619,"Bibin Paul","2017-07-21 09:38:47",0.22544
798387,"Aleksandr ","2017-07-21 20:04:34",0.55985
805684,musketeer191,"2017-07-22 13:57:27",0.16006
805684,musketeer191,"2017-07-22 14:25:32",0.15400
805684,musketeer191,"2017-07-23 13:06:00",0.15263
805684,musketeer191,"2017-07-23 14:12:19",0.15189
786646,Arjen,"2017-07-23 21:34:27",0.40890
